house_id,location,sqft,bedrooms,bathrooms,age_years,garage,has_pool,lot_size,renovated,sale_year,sale_month,school_rating,distance_to_city_km,price
1191,Old Town,2520,2,2,68,3,0,7003,1,2023,12,10,9.1,292435
216,North Ridge,2107,3,3,54,2,0,6803,0,2026,6,6,13.7,415354
561,Green Valley,1573,3,2,73,3,0,2940,0,2025,6,8,5.9,222611
73,Downtown,2111,3,1.5,2,3,0,5800,0,2024,9,3,5.4,510525
425,Lakeside,3000,1,3,2,,0,6261,1,2023,4,4,3.5,617147
1077,West End,2202,3,1.5,16,,1,3980,0,2024,12,9,5.4,374133
3,Green Valley,1369,4,2,48,1,0,11588,1,2025,6,9,2.7,294456
1103,Old Town,2397,4,1.5,5,2,0,9527,0,2023,7,6,7.9,316141
494,West End,1352,6,2,39,1,0,4509,0,2026,8,3,6.4,241587
242,NORTH RIDGE  ,1879,3,3.5,51,1,1,2551,0,2025,2,5,5,381301
645,West End,2465,2,3,65,3,0,,1,2022,7,8,5.9,412991
1188,Downtown,3035,6,2.5,40,3,0,4028,0,2023,7,5,11.5,633119
806,Old Town,516,3,1.5,39,3,0,1684,1,2026,6,8,0.8,145878
569,North Ridge,1632,1,2,72,3,0,6064,1,2024,11,2,1.3,301114
909,North Ridge,1656,4,2.5,20,1,0,5327,1,2026,10,6,4.3,413152
629,Lakeside,2836,6,3.5,32,1,0,4832,0,2026,7,2,6.3,635553
74,Green Valley,2017,3,2,46,2,1,5272,0,2023,12,7,3.8,296307
118,Green Valley,1848,6,1,21,2,0,7342,0,2025,4,9,5,325354
1082,Green Valley,2694,2,2,8,1,0,4515,0,2024,9,3,1,397912
924,Green Valley,957,4,,43,2,1,3924,0,2023,9,4,7.7,167625
1106,Downtown,2502,1,2.5,1,1,0,6587,1,2024,3,5,0.5,585101
368,Downtown,1566,4,3,42,3,0,3662,0,2026,4,10,2.7,461187
6,Green Valley,627,6,2,71,2,0,7161,0,2023,10,5,7.2,151659
1130,DOWNTOWN  ,3483,4,2.5,44,2,0,10307,0,2026,9,9,1.5,796524
854,West End,751,2,3,67,1,0,6641,0,2025,4,9,8,148019
904,Hillcrest,1255,2,3,19,1,0,1000,0,2026,9,10,5.8,249716
626,North Ridge,1810,3,3.5,30,2,0,8278,1,2026,8,7,8.3,426709
331,West End,1395,4,2.5,13,1,0,3647,1,2026,11,,0.8,293157
801,Hillcrest,1837,4,,67,2,0,4757,1,2025,2,4,22.3,310718
12,Lakeside,720,2,1,76,1,0,5360,0,2026,10,10,4.4,194044
404,Lakeside,1345,1,2,78,2,1,2528,0,2024,11,5,11.4,247714
957,Lakeside,1721,2,1.5,29,2,0,10437,1,2026,1,5,7,405419
676,Hillcrest,2086,2,2.5,75,0,0,8516,1,2025,5,3,4.6,334384
265,Green Valley,2164,5,2.5,52,1,0,7709,0,2022,2,4,4.5,295799
605,Green Valley,2862,4,2.5,56,0,0,5216,1,2025,1,1,2,404545
57,West End,1953,4,1.5,26,2,0,6487,1,2026,1,8,7.5,362475
475,Old Town,1149,1,3.5,77,0,0,2207,0,2026,5,3,0.8,178774
1160,North Ridge,1519,3,1.5,69,2,0,3854,0,2026,4,6,6.5,276453
55,North Ridge,2339,5,2.5,2,,0,,0,2026,4,1,12.5,466780
493,Old Town,3149,3,2,11,0,1,2719,0,2024,1,9,4.8,408820
472,Green Valley,473,3,1.5,43,1,1,2599,1,2026,2,9,6.4,122050
85,Old Town,2069,2,3,78,1,1,6211,0,2024,1,9,6.3,251665
1200,Lakeside,1517,6,1.5,6,3,1,8856,1,2024,10,10,2,456483
1041,West End,1786,5,2,41,2,0,10716,0,2026,11,8,0.5,345555
126,Downtown,-1623,4,1.5,1,3,1,10819,0,2025,5,2,5.5,484713
1181,Downtown,2028,1,2.5,43,2,0,2987,1,2022,10,7,4.2,435982
551,Old Town,1770,4,1,0,2,0,2399,1,2026,7,4,1.1,265658
726,Green Valley,1004,3,2.5,43,2,0,7972,0,2024,2,10,2,198453
526,Old Town,2374,6,1.5,8,1,0,3527,0,2024,8,7,6,313891
152,Old Town,452,2,2,0,1,0,6155,0,2026,8,7,15.8,84360
858,West End,2476,3,2,54,1,0,4044,0,2023,3,6,5.3,367419
485,Hillcrest,2254,1,2.5,22,1,0,6400,1,2023,5,10,0.5,414862
389,Green Valley,2220,3,2,73,1,0,8147,0,2026,10,7,3.6,358401
138,West End,1784,4,1.5,68,2,0,4735,0,2026,5,8,31,247109
736,Hillcrest,1014,4,3,76,1,0,5544,0,2026,10,,17.9,192540
173,West End,1097,4,2,42,,0,8892,0,2022,8,3,9.1,200770
497,North Ridge,1377,4,3,15,2,0,7011,0,2025,7,4,1.6,343376
868,Hillcrest,2815,5,2,20,1,0,8698,0,2025,1,4,3.5,495273
978,LAKESIDE  ,2585,3,2,8,0,0,6478,1,2024,9,2,11.2,578058
224,North Ridge,1817,4,1.5,41,1,0,9557,0,2025,8,1,1.1,384602
878,Old Town,1168,4,2,56,3,1,9990,0,2025,4,9,41.3,184702
178,Hillcrest,987,3,2,17,1,0,5011,0,2026,3,8,15.8,233599
639,West End,2438,4,2,43,1,1,6381,0,2026,3,1,9.7,389110
745,West End,1910,4,2.5,70,1,0,11348,0,2023,7,2,0.5,336984
588,Old Town,1115,3,2,37,1,0,9151,0,2026,3,9,8.8,164997
1135,North Ridge,2020,4,1.5,70,1,1,11454,1,2023,3,6,8.8,407081
981,Old Town,2306,4,1,23,2,0,10598,0,2023,9,9,19.5,309623
440,West End,2091,3,2,48,,0,9409,0,2022,6,9,31.7,266499
732,Hillcrest,2342,1,2,53,2,0,6424,1,2026,5,4,1,366578
300,Downtown,2493,3,1.5,35,1,0,7791,1,2026,5,6,3.1,574127
456,Lakeside,572,4,1.5,77,1,1,5643,0,2024,8,9,5.8,191734
1174,Hillcrest,925,3,2,37,2,0,1000,0,2023,11,8,2.3,175074
51,Green Valley,1812,3,2.5,71,2,0,8227,1,2025,7,8,1.2,326472
963,Downtown,2923,4,1.5,50,2,0,11450,1,2025,8,,8.2,672951
730,Hillcrest,789,3,2,68,2,1,11360,0,2023,4,6,0.5,233585
764,Green Valley,2422,2,3.5,75,2,0,5253,0,2022,6,6,17.5,308637
33,North Ridge,2559,4,2,37,1,0,4693,0,2025,4,8,19.2,492528
258,Lakeside,1639,2,2,63,1,0,7006,0,2025,1,7,1.7,357079
239,Hillcrest,1242,3,2,43,2,0,7920,0,2026,7,6,6,249901
1176,Hillcrest,3060,3,2.5,63,2,1,2084,0,2024,8,1,20.3,431508
433,North Ridge,986,3,2,45,0,0,8436,0,2026,10,9,7.3,220156
874,Green Valley,1889,5,2.5,8,0,0,1467,1,2024,1,9,4.9,331410
731,Old Town,2015,6,2.5,53,1,0,5301,0,2026,5,7,4.5,268907
652,Hillcrest,1983,2,3.5,67,2,0,4595,0,2026,7,10,14.6,348766
556,Green Valley,1479,3,2,3,0,0,2097,0,2026,7,2,2.4,240232
355,Old Town,1778,2,2,57,1,0,6840,0,2025,6,9,4.3,230113
916,North Ridge,1984,3,,2,2,0,8828,0,2026,8,3,19.4,398040
671,Lakeside,1868,3,,53,1,0,8333,0,2023,6,9,1.9,448826
369,NORTH RIDGE  ,2184,6,3,37,2,0,4439,0,2024,8,10,19.9,491366
1146,Lakeside,1785,3,3,40,2,0,5992,0,2023,2,4,4.6,397668
1037,Lakeside,2394,4,2,56,1,0,5854,1,2026,9,5,1.6,537082
487,Lakeside,2382,6,2.5,1,1,0,8561,0,2024,10,9,5,591576
867,Old Town,2646,3,2.5,50,1,0,3355,0,2026,8,5,4.5,328471
920,Downtown,2278,2,3.5,66,3,1,5593,0,2025,5,4,1.7,566526
632,Green Valley,400,3,2,46,2,0,3514,0,2026,9,7,6.8,124652
304,Hillcrest,1564,5,2.5,68,2,1,6413,0,2026,12,3,6,302710
746,Downtown,881,3,2,55,2,1,8632,0,2026,2,1,9.4,298626
953,West End,1713,3,1,44,0,0,5915,1,2026,2,1,3.8,269949
997,North Ridge,2784,4,3.5,26,0,0,,0,2022,3,4,9.1,498202
873,Downtown,3109,4,1.5,48,1,0,9241,1,2026,7,2,14.5,646547
453,North Ridge,2346,3,3,77,1,0,8326,0,2026,3,4,7.2,449660
1145,Downtown,2643,5,1.5,69,2,0,7034,1,2023,10,9,35.4,553852
979,Lakeside,2466,3,3.5,14,2,0,3288,0,2026,11,8,1.5,558218
654,West End,1759,3,1.5,18,3,0,7854,0,2024,9,7,8.3,317412
517,Old Town,1003,3,3.5,68,2,0,10779,0,2026,6,9,6.8,179163
935,North Ridge,2168,3,3,41,0,0,4904,1,2024,4,2,9.4,396396
727,Green Valley,1822,4,2,11,2,0,,0,2025,11,7,6.1,277136
535,Green Valley,1442,2,1,10,1,0,6527,0,2024,7,6,10.3,226670
161,North Ridge,2269,3,2.5,54,3,0,5960,0,2022,6,5,20.8,367499
756,Lakeside,1892,6,2,50,1,0,6347,0,2025,3,1,1.1,425997
434,Lakeside,2738,2,1,15,3,0,6948,1,2026,8,6,1.8,604976
918,HILLCREST  ,2845,4,3.5,20,2,0,3746,1,2025,7,2,0.9,484177
1180,Green Valley,1917,3,1,47,3,0,5266,0,2026,12,,7.2,305073
818,Green Valley,1603,3,2.5,79,1,1,3079,0,2025,12,8,2.7,259223
971,Hillcrest,1441,4,1,16,1,1,2074,0,2023,1,7,8.5,249742
1029,HILLCREST  ,2298,2,2,47,1,0,7584,0,2025,7,1,1.7,395839
465,North Ridge,1798,4,1.5,25,2,0,9085,0,2026,11,2,4.3,386229
1063,Green Valley,1140,3,3,31,2,0,3632,0,2025,9,5,6.8,184143
108,West End,1718,2,3,63,2,0,4806,0,2024,11,6,0.5,255101
170,Hillcrest,2089,4,2,17,0,0,5251,0,2024,8,8,8.6,378492
386,Old Town,1830,3,2.5,54,1,0,5688,0,2026,1,,19.9,237091
832,North Ridge,629,3,2,78,2,0,8165,1,2026,9,8,18.3,193082
282,Old Town,1465,3,1,31,,0,6463,0,2026,6,3,1.8,228880
356,North Ridge,2966,2,1.5,1,0,0,8263,0,2026,7,7,26.8,544158
234,Green Valley,2485,3,3,21,2,1,10966,0,2026,5,10,7.3,439224
13,Lakeside,1757,4,2.5,6,3,0,3901,0,2024,7,4,11.9,409650
384,Old Town,2631,4,1,20,1,0,3659,0,2025,12,4,10,325324
251,Hillcrest,2260,3,2.5,60,1,0,8739,0,2025,9,7,3.9,360750
930,Green Valley,1814,4,3,65,2,0,11242,1,2026,6,2,11.1,319948
283,Green Valley,1862,3,3,0,1,0,4050,0,2023,8,8,4.2,275250
1175,North Ridge,1882,1,2.5,36,1,0,7784,0,2024,3,5,15.5,324196
438,Hillcrest,2097,3,2.5,61,2,0,8840,0,2022,11,1,10.3,311187
269,Old Town,1754,2,1.5,45,2,0,5178,0,2023,11,7,2,229592
887,West End,876,2,2,49,2,0,5755,0,2024,5,6,7.4,162955
342,Lakeside,815,2,3,50,2,0,6480,1,2025,3,6,1.8,256651
621,Lakeside,1607,3,2.5,24,0,1,8257,0,2024,12,10,1.1,458573
1074,Hillcrest,2388,2,2,65,1,0,6266,0,2023,5,8,17.1,341063
724,North Ridge,1140,4,1.5,52,0,1,,1,2024,6,1,1.6,241100
987,West End,2253,3,3,64,1,0,7510,0,2026,11,10,6.4,361744
447,West End,1360,4,2.5,28,2,0,9541,0,2022,8,7,6.9,243584
742,Downtown,1849,5,2.5,67,0,0,7158,0,2024,7,9,6.6,462469
856,DOWNTOWN  ,1664,4,2,65,0,0,6999,1,2025,1,8,0.5,405632
1177,Lakeside,1150,1,2.5,9,0,0,4337,1,2026,8,2,18.6,289486
1030,Lakeside,2598,6,2.5,19,1,1,1486,0,2026,11,8,0.9,627207
810,North Ridge,2190,3,2,54,3,0,7589,1,2025,10,6,1.6,439746
573,Green Valley,2273,1,3,52,0,0,13948,0,2026,5,4,2,328958
869,North Ridge,1821,5,2,7,3,0,,1,2025,5,,4,405218
595,Green Valley,1898,5,2.5,5,2,0,3379,0,2024,10,4,3.2,309464
1156,Green Valley,1590,3,1,38,1,0,7988,0,2026,8,7,9.6,257918
1117,Downtown,1179,4,3,11,2,1,10125,1,2026,1,6,0.5,431514
364,Old Town,2479,5,3,74,2,0,6144,0,2025,9,6,3,352622
1013,Downtown,2010,3,1,50,1,0,6709,0,2024,7,2,8.2,419990
1159,North Ridge,2449,3,1.5,10,2,0,8541,0,2026,6,9,6.1,501515
454,North Ridge,1376,5,2.5,42,2,0,7103,0,2026,5,,6.2,302751
375,Hillcrest,2698,3,1,1,2,1,4822,0,2023,10,6,10.9,432851
1149,Green Valley,2346,4,2.5,19,1,0,5762,1,2024,9,5,12.6,356736
641,Hillcrest,400,3,,9,0,0,10730,1,2023,9,4,25.2,120035
122,North Ridge,2885,2,2,42,2,0,,0,2025,12,10,3.6,536183
54,Green Valley,1658,4,1.5,34,0,0,10364,0,2025,10,6,16.6,1399482
188,Hillcrest,2941,3,2.5,39,2,0,3551,1,2026,12,,0.8,494658
583,West End,3157,4,1,19,2,1,7233,1,2024,4,7,0.9,532915
1178,Lakeside,1359,5,3.5,78,1,1,5207,0,2026,6,1,24.3,339713
548,HILLCREST  ,2555,3,3,16,0,0,4231,0,2026,1,9,5,449235
555,North Ridge,2448,4,1,12,3,1,1315,0,2026,5,5,31.1,455264
287,Old Town,1944,3,2,17,2,0,6151,0,2026,11,7,2.7,244459
17,Old Town,1241,1,3,35,0,1,8526,0,2026,2,9,18.9,229167
1195,Lakeside,1452,6,3,23,2,0,12021,0,2025,9,2,30.5,402929
1085,Hillcrest,1486,3,2,23,2,1,5445,0,2023,7,2,10.3,260457
824,Green Valley,2574,3,2,75,3,0,9245,0,2023,8,4,11.5,358369
598,Downtown,1763,6,1.5,37,2,0,5731,0,2024,6,1,3.4,436690
294,Old Town,1928,4,2.5,6,0,0,5654,1,2026,3,,2.3,292533
921,North Ridge,2231,6,1,24,2,0,4556,1,2026,4,2,3.5,438441
702,Lakeside,2001,3,2,14,,0,3288,0,2026,3,5,11.8,2593242
107,GREEN VALLEY  ,1157,6,3,30,0,0,7286,1,2025,8,10,7.8,241397
24,Downtown,2737,1,3.5,24,2,0,2860,0,2026,9,10,1.4,627877
70,Hillcrest,1244,3,2,47,2,1,8293,0,2026,1,5,9,267269
662,Green Valley,2705,3,3,23,1,0,7990,1,2024,4,10,7.2,397878
864,North Ridge,1406,4,3.5,9,2,1,8049,0,2026,9,4,7.9,386959
680,North Ridge,2687,3,2.5,76,2,0,1000,0,2026,8,10,4.4,487478
104,North Ridge,2675,5,1,78,1,1,6130,0,2024,7,6,12.8,481920
1034,North Ridge,1263,3,3,78,2,1,5798,0,2026,8,3,2.8,299879
790,Green Valley,2109,3,1.5,41,1,0,5423,0,2026,9,4,0.5,326748
620,Green Valley,2256,2,1.5,25,0,0,9524,0,2025,11,7,0.5,362099
1141,Old Town,2656,3,2.5,30,0,0,8615,0,2022,11,10,8.1,311524
75,Hillcrest,2474,3,1.5,61,2,1,5495,0,2024,4,6,1.6,444130
508,Downtown,1878,3,2,70,1,0,6287,0,2025,2,7,3.9,418562
1172,Old Town,1491,4,2.5,4,2,0,10086,0,2023,4,3,8.5,236710
219,North Ridge,2883,2,1,29,0,0,4368,0,2026,4,5,11.3,497095
1073,Lakeside,2084,3,1.5,12,1,0,6395,0,2022,11,10,3.8,416448
1199,Hillcrest,2261,5,3,25,0,0,4676,0,2024,4,6,5.3,359349
266,North Ridge,2503,4,1,70,0,0,7878,0,2026,4,6,1,456381
814,Green Valley,2769,3,2.5,76,,0,7891,0,2024,12,10,3.3,374826
1056,Downtown,1777,1,1,50,2,0,5926,1,2025,12,1,0.5,382363
435,West End,1747,4,2,23,0,0,4321,0,2022,8,5,0.6,301147
111,West End,700,3,1,13,2,0,11747,1,2025,12,1,9.6,180507
941,Lakeside,1710,4,,46,2,0,5082,0,2025,1,10,14.8,386477
41,Old Town,1988,3,2,58,2,0,4959,1,2023,9,2,2.8,254301
703,Downtown,2212,2,2,6,1,0,8195,0,2022,1,6,13.8,495516
277,Hillcrest,1774,3,2.5,9,1,0,8349,1,2025,9,10,1.1,368495
340,North Ridge,2211,3,2,62,2,0,8130,0,2023,6,2,9.9,372692
1058,Old Town,2557,2,2,43,0,0,6336,0,2026,5,8,0.5,335935
964,Green Valley,1540,3,2,23,2,0,,1,2025,6,1,11.9,242845
186,Hillcrest,2194,2,2,17,2,1,3387,1,2023,4,1,24.8,358714
738,Lakeside,2072,2,2.5,77,2,0,4766,1,2023,6,6,8.1,394525
1025,Hillcrest,1409,2,2,77,2,0,8584,1,2025,12,8,8.6,281681
62,WEST END  ,1530,3,1.5,40,0,0,5318,0,2026,9,9,0.5,300519
661,North Ridge,1917,3,2.5,11,0,0,7930,0,2024,4,6,6.9,385822
388,Old Town,2285,4,2.5,23,2,1,11026,1,2026,5,,3.3,365258
1147,West End,1150,2,2,62,2,0,7029,0,2023,10,9,0.5,209317
1092,Old Town,784,4,2,47,2,0,10176,0,2024,10,9,34.5,124342
252,West End,1434,3,3,53,1,0,,0,2023,12,5,8.1,246569
1044,Green Valley,2375,2,2,65,1,0,6444,0,2024,2,,2,296071
774,Downtown,2345,2,2.5,77,2,0,6693,0,2023,7,1,9.9,443116
308,Downtown,1460,5,,79,0,0,5223,0,2024,2,8,2.5,342773
194,Lakeside,2059,2,2,28,2,0,3671,0,2025,1,10,3.8,432556
503,Lakeside,1784,4,1,21,3,1,,1,2026,12,2,7.5,460044
34,Lakeside,1965,1,2,60,2,0,5627,0,2025,2,10,1.8,395095
803,Lakeside,1754,3,1,1,2,0,5892,0,2025,4,8,1.5,451180
58,Downtown,2301,4,2.5,0,2,0,8939,1,2024,5,1,0.5,580819
650,Lakeside,2355,1,1,12,1,0,4403,0,2024,4,,6.4,456413
359,Green Valley,1789,2,2,12,2,0,6653,1,2023,2,8,10.9,265665
46,Downtown,1535,4,2,70,1,0,4771,1,2023,8,4,14,316772
1184,West End,2521,5,1.5,34,3,0,6575,0,2026,6,8,2.9,427679
826,Downtown,835,2,3,55,1,0,5855,0,2022,5,5,1,233891
574,Hillcrest,1834,4,,9,,0,6222,0,2023,12,7,5.7,373761
69,Downtown,2340,4,3.5,58,1,1,3293,0,2026,2,8,2,557558
319,Hillcrest,2440,2,1,40,1,0,5587,0,2025,3,1,0.5,386851
292,Downtown,1514,3,,25,1,0,7700,0,2025,11,1,19.6,364681
47,Hillcrest,475,5,3,8,1,0,8653,0,2023,8,2,37,149482
278,Lakeside,2243,6,,49,2,0,5486,0,2025,7,1,1.2,474765
1119,Hillcrest,3141,4,2.5,38,2,0,4309,0,2023,8,6,12.4,485790
298,Downtown,2378,2,3,25,1,0,3775,0,2026,1,7,18.7,547659
225,Downtown,2136,6,2,64,2,0,7681,0,2024,4,7,7.6,508775
917,Green Valley,1638,4,3,41,0,0,4990,0,2025,8,3,10.1,245597
762,Old Town,1701,3,1,35,1,0,9307,0,2026,4,7,10.8,249885
365,Lakeside,2243,3,2,73,1,0,10287,0,2025,3,4,16.5,445507
760,Green Valley,1599,3,1,17,2,0,8848,1,2022,7,10,6.2,270413
367,North Ridge,2180,2,2.5,47,0,1,7082,0,2025,12,9,7.7,388553
1,Hillcrest,715,3,1.5,6,0,0,6878,1,2025,7,4,10.1,198426
67,West End,1501,6,,62,2,0,5156,0,2023,1,6,9.8,247631
686,North Ridge,1826,4,3,15,1,0,10785,0,2025,8,3,2.7,400055
32,North Ridge,1699,2,3,74,0,0,,0,2024,10,2,1,293906
788,Old Town,1794,5,1.5,34,1,0,12914,1,2024,12,6,4.7,284561
295,Green Valley,2471,3,2,78,0,0,8240,0,2025,2,6,3.2,332093
114,Downtown,1523,4,2,1,2,1,7578,0,2023,3,9,2.9,443382
246,North Ridge,1343,3,1.5,50,2,1,12851,0,2025,6,,13.6,345333
416,Lakeside,1474,5,2,65,1,0,6288,0,2026,3,10,9.2,372334
162,Green Valley,1066,4,3,59,1,0,3959,0,2026,12,5,6.5,201421
412,Green Valley,3023,3,2,45,,0,7117,0,2026,2,7,0.9,416730
876,Green Valley,1920,3,1,68,1,0,4207,0,2025,2,9,33.8,269278
794,Old Town,2163,4,1.5,37,,0,10585,0,2026,7,2,23.1,258234
819,Green Valley,1548,5,2,63,1,0,7321,1,2026,2,10,10.6,279342
1128,North Ridge,2441,4,2,39,2,0,8858,0,2024,3,8,1.1,473591
931,Green Valley,2001,3,2,18,0,0,5526,0,2026,5,8,3.2,335369
248,Downtown,2951,2,1.5,20,0,0,10751,0,2026,7,5,1.6,631909
1113,Hillcrest,1382,3,3,54,1,0,9811,0,2024,1,4,2.9,234901
1110,Old Town,2354,1,3,51,0,0,7785,0,2025,10,7,4.1,278701
93,Downtown,1982,4,1.5,78,2,0,2168,0,2023,9,3,0.5,414759
382,Old Town,1544,4,3.5,57,0,0,5022,1,2025,2,3,0.7,195341
115,Downtown,1142,4,1.5,77,2,0,5859,0,2026,3,5,2.7,312172
769,Hillcrest,1083,4,2,52,2,0,4622,1,2024,12,9,5.4,229683
255,Green Valley,2204,4,1,79,2,0,7753,0,2022,7,6,0.5,315191
430,Green Valley,1958,4,1,51,2,0,2058,0,2025,6,7,19.3,246775
589,Old Town,1395,2,2,37,3,0,2196,0,2023,3,8,8.8,201980
179,North Ridge,2401,3,2,22,0,0,6585,1,2022,5,3,1.1,434120
630,Downtown,1249,1,2.5,1,1,0,,0,2022,4,,2,334744
390,Lakeside,3206,3,1,16,1,0,9212,0,2025,5,2,5.6,639983
133,North Ridge,1625,4,1.5,63,1,0,4303,0,2026,12,9,4.5,329672
747,North Ridge,1728,5,1.5,71,,0,8135,0,2024,9,,21.8,328197
1139,Downtown,1146,3,1,66,1,0,7436,0,2025,3,4,13.2,271848
841,Green Valley,1790,3,2,76,2,0,9727,0,2025,10,3,10.4,264240
290,North Ridge,1219,5,2.5,22,2,0,5898,0,2023,12,1,13.5,243972
247,West End,1777,3,1,0,2,0,6671,0,2024,8,1,1,275169
553,Green Valley,-1850,2,2,3,2,0,7156,0,2022,9,9,5.8,263039
90,Hillcrest,2772,1,,49,0,0,5643,0,2024,5,8,15.3,401915
193,Hillcrest,1446,3,1,51,2,1,10281,0,2024,7,6,1.2,335944
664,North Ridge,779,5,2.5,52,1,0,4050,0,2025,1,2,3.4,195771
1189,Hillcrest,1714,4,2.5,79,0,0,6898,0,2025,8,6,5.5,276977
437,West End,2023,1,1.5,53,0,1,9780,1,2026,10,6,24.2,323782
665,Downtown,1157,5,2,7,1,0,5179,0,2024,1,10,11.5,368489
640,Lakeside,1589,3,2,52,0,0,7026,0,2025,8,6,0.5,325301
147,Hillcrest,1634,4,1,28,1,1,4870,0,2023,2,1,1.9,264309
119,Hillcrest,962,4,3.5,34,2,0,3333,0,2025,6,3,5.3,192923
1161,Green Valley,2062,2,1,22,3,0,8960,1,2025,4,2,0.9,317543
1187,Lakeside,2237,5,2,12,2,0,6296,0,2023,5,9,14,480000
675,Hillcrest,765,2,2.5,57,1,0,5423,0,2023,9,7,0.8,160565
1091,Hillcrest,1610,3,1.5,39,1,1,8256,0,2025,4,3,2.9,308351
792,West End,2332,5,2.5,48,,0,7295,0,2026,9,8,7.5,395869
27,Downtown,2175,4,2.5,23,0,0,10076,0,2025,4,8,7.5,551076
15,Downtown,1376,2,2.5,9,1,0,6591,0,2026,5,5,3.6,342399
1023,Lakeside,2880,3,2.5,75,0,0,9048,1,2026,11,8,16.7,606670
83,Old Town,2365,4,1,49,2,0,2365,0,2023,4,6,2.7,275458
720,Green Valley,2858,6,3,60,1,0,5021,1,2026,5,7,14.2,451519
1008,West End,2803,2,,37,1,0,8840,1,2024,4,10,1.4,435715
737,Green Valley,2887,4,3,57,2,0,6796,0,2024,7,10,13.1,396230
601,West End,2519,3,2.5,9,3,1,4518,1,2026,2,6,13.5,434287
274,Old Town,970,5,1,70,2,1,9489,1,2025,9,3,0.5,165348
800,North Ridge,1678,1,2,72,2,0,10506,0,2023,10,8,24.1,303577
467,Downtown,2777,5,1,1,2,0,3840,0,2024,11,8,15.9,637167
1115,Hillcrest,1582,4,3,59,2,0,8657,0,2024,9,2,21.6,275601
1059,West End,1323,3,1,14,2,1,3186,1,2025,7,3,8.5,240250
448,Hillcrest,2971,3,1,5,2,0,1000,0,2024,2,6,24.3,421191
372,Old Town,2130,4,3,39,0,1,5621,0,2024,9,3,23.8,262554
558,Hillcrest,1522,6,2.5,18,1,0,5288,1,2025,10,8,1.9,327804
272,Downtown,1935,4,2,77,2,0,2004,0,2023,10,4,31.5,334377
606,Green Valley,1055,2,1.5,38,1,0,8882,1,2023,8,1,1.2,163444
450,West End,870,5,2,19,,1,5516,0,2024,4,9,9.4,232829
1099,Hillcrest,1523,3,2.5,45,2,0,8048,1,2024,11,9,15.6,290388
524,Downtown,1775,3,1.5,52,,0,7565,0,2022,6,1,1.1,359496
215,Downtown,2469,4,1.5,56,1,0,2917,0,2025,2,1,4.5,474053
345,Old Town,1402,4,2,55,1,0,7011,0,2026,9,2,6,185097
1055,North Ridge,2103,3,3.5,57,2,0,3028,0,2023,2,,3.1,362535
148,Old Town,2778,2,2.5,37,1,0,5590,0,2023,3,1,18.9,292172
413,Old Town,859,4,2,48,3,0,9788,1,2026,1,10,14.5,175859
1086,Hillcrest,1180,3,2.5,3,2,0,6591,0,2025,8,6,0.5,259008
1158,Green Valley,2789,4,3,44,3,0,7520,0,2025,3,10,0.9,413750
174,Downtown,2200,5,3,38,,0,3009,0,2024,5,5,22.3,498545
811,North Ridge,2795,2,2.5,48,2,0,7382,0,2026,11,3,8.7,505702
1006,GREEN VALLEY  ,2508,4,2.5,35,2,0,9094,0,2026,3,5,1.2,391653
306,Downtown,2745,3,2.5,1,1,0,7981,0,2023,3,8,1.8,656510
544,North Ridge,669,4,3,33,1,0,4755,0,2026,5,3,22.3,198192
862,Downtown,1483,4,3,76,0,0,13307,0,2026,10,4,4.9,384872
709,Downtown,2427,4,3,64,2,0,9025,0,2025,10,6,2.3,597250
860,West End,2987,6,1,41,2,0,3932,0,2024,1,6,5.4,467532
286,Old Town,1599,3,,69,2,0,6258,0,2023,12,,1.9,186853
222,Lakeside,968,5,2.5,28,2,0,7578,0,2026,12,3,22.3,265055
835,North Ridge,1425,2,2.5,15,1,0,1678,0,2022,3,1,2.4,262546
23,West End,2144,4,2,28,0,1,5703,0,2025,6,10,0.5,383959
895,North Ridge,1382,5,2.5,9,0,0,5094,0,2022,1,7,13.6,316042
117,North Ridge,2335,4,1.5,60,2,0,9643,0,2025,12,9,0.5,434515
344,Downtown,2967,2,3,75,1,0,,1,2024,3,4,0.9,612733
362,West End,1455,5,1,21,1,0,,0,2026,7,10,1.9,274158
96,Old Town,1884,3,1,46,2,1,5061,1,2025,1,8,6.2,255238
1005,Green Valley,1558,2,2.5,70,0,0,9476,0,2026,2,9,4.5,227387
262,Downtown,932,3,,22,,0,9196,0,2026,9,10,5.8,306947
922,Green Valley,2563,4,3,54,2,0,9404,0,2025,5,2,2.1,381547
802,North Ridge,2144,2,1,70,,1,7107,0,2022,7,9,0.5,378163
1083,Downtown,1380,2,1.5,76,0,0,3371,0,2025,8,8,3.4,334553
180,Downtown,1680,4,2.5,53,1,0,8339,1,2024,2,4,3.2,444037
103,Downtown,3023,3,2,61,2,1,1552,1,2025,12,8,20.8,633058
575,North Ridge,2276,6,1.5,7,,0,10916,0,2024,5,10,5.9,506261
564,Downtown,3150,3,2,50,3,0,9469,0,2025,4,8,11.4,663239
185,Hillcrest,788,3,2,70,2,0,,0,2026,10,,1.3,233110
468,West End,2370,3,2,13,0,0,10653,0,2025,11,,1.4,396907
983,West End,1268,3,1.5,34,3,0,8522,0,2024,6,4,8.5,250280
945,Old Town,1423,4,2,18,1,0,12769,1,2024,8,4,15.7,221860
